Date,Start,Visitor,PTS,Home,PTS,OverTime,Winner,Date
20/1/11,7:00p,8,105,18,140,,18,82
20/1/11,7:00p,13,108,23,99,,13,82
20/1/11,8:00p,14,125,1,110,,14,82
20/1/11,8:30p,0,91,12,109,,12,82
20/1/11,9:00p,7,111,11,103,,7,82
20/1/11,10:00p,2,122,29,101,,2,82
20/1/12,3:30p,5,121,16,124,,16,83
20/1/12,3:30p,10,127,27,116,,10,83
20/1/12,6:00p,6,86,3,108,,3,83
20/1/12,6:00p,20,102,4,122,,4,83
20/1/12,6:00p,25,105,21,104,,25,83
20/1/12,8:00p,28,104,11,114,,11,83
20/1/12,8:00p,15,92,24,100,,24,83
20/1/13,7:00p,8,117,23,110,OT,8,84
20/1/13,7:00p,0,95,19,101,,19,84
20/1/13,7:30p,13,101,18,113,,18,84
20/1/13,8:00p,1,117,9,104,,1,84
20/1/13,10:00p,15,112,29,115,,29,84
20/1/13,10:00p,22,114,17,112,,22,84
20/1/13,10:30p,7,99,14,128,,14,84
20/1/14,7:30p,24,110,6,123,,6,85
20/1/14,7:30p,10,118,3,107,,10,85
20/1/14,8:00p,26,110,4,121,,4,85
20/1/14,8:00p,16,102,2,128,,2,85
20/1/14,10:30p,12,124,20,97,,12,85
20/1/14,10:30p,7,103,28,128,,28,85
20/1/15,7:00p,23,116,18,103,,23,86
20/1/15,7:00p,3,106,0,117,,0,86
20/1/15,7:30p,25,100,5,106,,5,86
20/1/15,8:00p,27,106,13,115,,13,86
20/1/15,8:00p,19,104,9,99,,19,86
20/1/15,8:00p,21,130,1,121,,21,86
20/1/15,9:00p,15,86,11,100,,11,86
20/1/15,9:30p,29,117,26,107,,29,86
20/1/15,10:00p,12,127,17,123,,12,86
20/1/15,10:30p,22,119,14,118,,22,86
20/1/16,7:30p,24,121,16,98,,24,87
20/1/16,8:00p,18,123,2,128,,2,87
20/1/16,8:00p,10,132,8,138,OT,8,87
20/1/16,10:30p,11,134,20,131,OT,11,87
20/1/16,10:30p,22,95,28,122,,28,87
20/1/17,7:00p,9,114,19,116,,19,88
20/1/17,7:00p,13,89,0,100,,0,88
20/1/17,7:00p,27,111,21,140,,21,88
20/1/17,8:00p,7,109,4,113,,4,88
20/1/17,8:00p,5,115,1,108,,5,88
20/1/17,8:30p,6,121,25,120,,6,88
20/1/17,9:30p,29,112,12,120,,12,88
20/1/18,3:30p,28,133,8,130,,28,89
20/1/18,6:00p,2,117,3,97,,2,89
20/1/18,7:00p,24,123,18,119,,24,89
20/1/18,7:30p,23,136,6,103,,23,89
20/1/18,7:30p,0,90,16,87,,0,89
20/1/18,8:00p,7,116,13,118,,13,89
20/1/18,8:00p,21,122,9,112,,21,89
20/1/18,8:30p,22,95,20,109,,20,89
20/1/18,8:30p,14,124,26,115,,14,89
20/1/18,9:00p,29,106,1,119,,1,89
20/1/18,9:00p,17,101,10,123,,10,89
20/1/19,3:00p,5,102,25,107,,25,90
20/1/19,8:00p,19,115,11,107,,19,90
20/1/20,2:00p,23,100,27,106,,27,91
20/1/20,2:30p,21,122,6,117,,21,91
20/1/20,3:00p,0,117,3,111,,0,91
20/1/20,5:00p,22,106,15,83,,22,91
20/1/20,5:00p,16,106,7,86,,16,91
20/1/20,5:00p,1,112,26,107,,1,91
20/1/20,5:00p,8,126,4,116,,8,91
20/1/20,5:00p,17,113,5,118,OT,5,91
20/1/20,5:00p,13,98,2,111,,2,91
20/1/20,7:30p,14,107,18,139,,18,91
20/1/20,8:00p,11,107,9,100,,11,91
20/1/20,9:00p,25,120,24,118,,25,91
20/1/20,9:00p,19,88,10,118,,10,91
20/1/20,10:00p,20,124,29,129,OT,29,91
20/1/21,8:30p,28,110,12,107,,28,92
20/1/22,7:00p,17,106,23,127,,23,93
20/1/22,7:00p,1,120,22,114,,1,93
20/1/22,7:00p,0,95,21,107,,21,93
20/1/22,7:30p,28,95,6,102,,6,93
20/1/22,7:30p,4,95,18,119,,18,93
20/1/22,7:30p,27,129,5,134,OT,5,93
20/1/22,7:30p,14,100,16,92,,14,93
20/1/22,8:00p,9,110,13,117,,13,93
20/1/22,8:00p,11,105,26,121,,26,93
20/1/22,9:00p,19,112,24,87,,19,93
20/1/22,9:30p,25,121,8,117,,25,93
20/1/22,10:00p,10,129,20,96,,10,93
20/1/23,7:00p,27,124,7,112,,27,94
20/1/23,8:00p,14,128,3,113,,14,94
20/1/23,10:30p,12,133,29,125,,12,94
20/1/24,3:00p,2,116,15,103,,2,95
20/1/24,7:00p,4,125,23,112,,4,95
20/1/24,7:00p,18,109,22,98,,18,95
20/1/24,7:30p,21,118,16,112,,21,95
20/1/24,8:00p,17,98,13,81,,17,95
20/1/24,8:00p,28,122,5,117,,28,95
20/1/24,8:00p,26,131,9,124,,26,95
20/1/24,8:00p,11,113,8,106,,11,95
20/1/24,8:00p,6,111,1,140,,1,95
20/1/24,8:30p,24,103,25,99,,24,95
20/1/24,10:30p,19,129,20,118,,19,95
20/1/25,5:00p,12,107,10,112,,10,96
20/1/25,7:00p,3,121,23,111,OT,3,96
20/1/25,8:00p,13,118,7,106,,13,96
20/1/25,8:00p,1,113,9,104,,1,96
20/1/25,8:30p,14,91,0,108,,0,96
20/1/26,3:30p,26,110,11,117,,11,97
20/1/26,4:00p,21,110,25,106,,21,97
20/1/26,6:00p,27,133,6,152,,6,97
20/1/26,6:00p,24,109,4,114,,4,97
20/1/26,6:00p,18,108,8,123,,8,97
20/1/26,6:00p,3,97,16,110,,16,97
20/1/26,6:00p,28,112,22,97,,28,97
20/1/26,9:00p,19,129,29,139,,29,97
20/1/27,7:00p,7,115,23,100,,7,98
20/1/27,7:30p,22,92,5,113,,5,98
20/1/27,8:00p,25,109,13,110,,13,98
20/1/27,8:00p,17,133,9,129,OT,17,98
20/1/27,8:00p,12,107,1,97,,12,98
20/1/27,9:00p,26,126,10,117,,26,98
20/1/28,7:00p,16,92,15,97,,15,99
20/1/28,7:00p,20,104,0,115,,0,99
20/1/28,7:30p,8,125,7,111,,8,99
20/1/28,7:30p,6,114,21,130,,21,99
20/1/28,8:00p,11,96,4,104,,4,99
20/1/28,8:00p,18,109,5,101,,18,99
20/1/28,8:00p,27,131,2,151,,2,99
20/1/28,8:30p,24,133,12,104,,24,99
20/1/29,7:00p,13,106,19,115,OT,19,100
20/1/29,7:30p,23,115,3,125,,3,100
20/1/29,7:30p,4,127,16,106,,4,100
20/1/29,8:30p,10,120,25,127,,25,100
20/1/29,10:00p,26,112,29,125,,29,100
20/1/29,10:00p,1,120,17,100,,1,100
20/1/30,7:00p,21,115,7,109,,21,101
20/1/30,7:00p,15,107,27,121,,27,101
20/1/30,7:30p,0,117,6,127,,6,101
20/1/30,8:00p,20,104,18,119,,18,101
20/1/30,10:30p,10,100,11,106,,11,101
20/1/30,10:30p,17,124,28,103,,17,101
20/1/31,7:00p,21,105,23,92,,21,102
20/1/31,7:30p,13,118,3,133,,3,102
20/1/31,7:30p,12,121,26,128,,26,102
20/1/31,8:00p,4,111,8,139,,8,102
20/1/31,9:00p,11,127,2,115,,11,102
20/1/31,9:00p,1,111,24,107,,1,102
20/1/31,10:30p,29,127,14,119,,29,102
20/2/1,3:30p,9,106,28,118,,28,103
20/2/1,7:00p,16,92,19,85,,16,103
20/2/1,7:00p,5,102,22,89,,5,103
20/2/1,8:00p,20,131,7,112,,20,103
20/2/1,8:00p,3,107,27,113,,27,103
20/2/1,8:30p,0,95,18,116,,18,103
20/2/1,8:30p,6,100,12,123,,12,103
20/2/1,9:00p,15,90,25,114,,25,103
20/2/1,10:00p,14,129,17,113,,14,103
20/2/1,10:30p,10,107,29,124,,29,103
20/2/2,12:30p,11,123,23,128,OT,23,104
20/2/2,2:00p,8,109,26,117,,26,104
20/2/2,2:00p,24,108,2,129,,2,104
20/2/2,3:00p,13,102,21,129,,21,104
20/2/3,7:00p,22,112,15,100,,22,105
20/2/3,7:00p,16,139,7,134,OT,16,105
20/2/3,7:00p,12,112,19,103,,12,105
20/2/3,7:00p,20,125,27,117,,20,105
20/2/3,7:30p,18,123,6,115,,18,105
20/2/3,7:30p,24,97,3,119,,3,105
20/2/3,7:30p,0,106,5,137,,5,105
20/2/3,8:00p,23,82,4,96,,4,105
20/2/3,10:00p,9,109,17,113,,17,105
20/2/3,10:30p,25,105,28,108,,28,105
20/2/4,7:30p,2,120,8,108,,2,106
20/2/4,8:00p,15,110,26,125,,26,106
20/2/4,9:00p,29,99,11,127,,11,106
20/2/4,10:00p,25,102,14,129,,14,106
20/2/5,7:00p,24,108,23,116,,23,107
20/2/5,7:30p,22,100,18,116,,18,107
20/2/5,7:30p,20,88,3,129,,3,107
20/2/5,7:30p,19,118,21,119,,21,107
20/2/5,8:00p,6,127,9,120,,6,107
20/2/5,8:00p,7,103,1,109,,1,107
20/2/5,8:30p,4,121,12,107,,4,107
20/2/5,9:00p,11,98,10,95,,11,107
20/2/5,10:00p,5,111,28,128,,28,107
20/2/6,7:30p,22,103,16,105,,16,108
20/2/6,8:00p,8,125,13,119,,8,108
20/2/6,8:00p,0,101,2,112,,2,108
20/2/6,10:00p,25,117,29,125,,29,108
20/2/6,10:30p,26,121,14,111,,26,108
20/2/7,7:00p,4,107,0,119,,0,109
20/2/7,7:00p,12,118,27,119,,27,109
20/2/7,7:30p,6,107,18,112,,18,109
20/2/7,8:00p,21,115,19,106,,21,109
20/2/7,8:00p,23,101,1,108,,1,109
20/2/7,9:00p,26,91,24,127,,24,109
20/2/7,10:00p,5,97,17,105,,17,109
20/2/7,10:30p,29,114,10,117,,10,109
20/2/8,5:00p,2,111,22,95,,2,110
20/2/8,7:00p,12,116,15,100,,12,110
20/2/8,7:00p,16,95,23,92,,16,110
20/2/8,7:30p,8,124,19,117,,8,110
20/2/8,7:30p,3,118,21,119,,21,110
20/2/8,8:00p,28,115,9,142,,9,110
20/2/8,8:30p,14,125,20,120,,14,110
20/2/8,9:00p,11,117,24,108,,11,110
20/2/8,10:00p,25,102,17,122,,17,110
20/2/9,3:30p,18,112,1,111,,18,111
20/2/9,6:00p,16,135,6,140,2OT,6,111
20/2/9,6:00p,13,111,0,118,,0,111
20/2/9,6:00p,4,106,27,99,,4,111
20/2/9,7:00p,10,114,26,113,,10,111
20/2/9,7:30p,28,133,7,92,,28,111
20/2/9,9:00p,5,109,29,115,,29,111
20/2/10,7:00p,15,87,23,76,,15,112
20/2/10,7:00p,3,106,19,105,,3,112
20/2/10,7:00p,6,126,22,135,,22,112
20/2/10,7:30p,9,126,21,137,,21,112
20/2/10,8:00p,17,111,2,123,,2,112
20/2/10,8:30p,10,123,12,119,,10,112
20/2/10,9:00p,25,120,11,127,,11,112
20/2/10,10:30p,5,113,20,101,,5,112
20/2/10,10:30p,24,100,14,125,,14,112
20/2/11,7:00p,28,103,0,110,,0,113
20/2/11,7:00p,13,114,27,126,,27,113
20/2/11,8:00p,29,117,8,138,,8,113
20/2/11,8:00p,25,114,1,106,,25,113
20/2/11,9:30p,18,105,26,116,,26,113
20/2/12,7:00p,6,105,7,127,,7,114
20/2/12,7:00p,23,112,22,116,OT,22,114
20/2/12,7:30p,21,91,3,101,,3,114
20/2/12,7:30p,2,111,19,118,,19,114
20/2/12,7:30p,27,114,16,96,,27,114
20/2/12,8:00p,29,104,4,111,,4,114
20/2/12,8:00p,15,115,9,108,,15,114
20/2/12,8:30p,17,111,12,130,,12,114
20/2/12,9:00p,20,106,24,112,,24,114
20/2/12,9:00p,5,101,10,116,,10,114
20/2/12,10:00p,14,120,11,116,OT,14,114
20/2/13,8:00p,28,133,18,141,2OT,18,115
20/2/13,8:00p,1,123,8,118,,1,115
20/2/20,7:00p,2,126,23,106,,2,122
20/2/20,7:30p,5,124,6,129,,6,122
20/2/20,8:00p,15,103,13,93,,15,122
20/2/20,8:00p,3,104,0,112,OT,0,122
20/2/20,10:00p,4,125,17,129,,17,122
20/2/20,10:30p,26,135,20,105,,26,122
20/2/21,7:00p,12,122,22,106,,12,123
20/2/21,7:00p,7,113,27,108,,7,123
20/2/21,7:30p,19,106,16,98,,19,123
20/2/21,7:30p,24,101,21,118,,21,123
20/2/21,8:00p,18,127,9,117,,18,123
20/2/21,8:00p,11,101,1,113,,1,123
20/2/21,9:00p,25,113,10,104,,25,123
20/2/21,10:30p,4,105,14,117,,14,123
20/2/21,10:30p,8,128,29,115,,8,123
20/2/22,3:30p,17,112,28,103,,17,124
20/2/22,7:00p,3,115,15,86,,3,124
20/2/22,7:30p,12,107,6,111,,6,124
20/2/22,8:00p,24,112,13,104,,24,124
20/2/22,8:00p,7,105,5,124,,5,124
20/2/22,8:30p,0,98,2,119,,2,124
20/2/22,9:00p,26,120,10,110,,26,124
20/2/23,3:30p,18,112,14,114,,14,125
20/2/23,6:00p,9,116,11,128,,11,125
20/2/23,6:00p,19,81,21,127,,21,125
20/2/23,7:00p,27,117,13,126,,13,125
20/2/23,7:00p,25,103,1,131,,1,125
20/2/23,8:30p,8,115,20,101,,8,125
20/2/23,9:00p,23,104,29,107,,29,125
20/2/24,7:00p,5,119,7,125,OT,7,126
20/2/24,7:00p,6,112,0,129,,0,126
20/2/24,7:00p,2,137,27,134,OT,2,126
20/2/24,7:30p,22,115,3,113,,22,126
20/2/24,8:00p,16,112,26,123,,26,126
20/2/24,8:30p,9,123,12,139,,12,126
20/2/24,9:00p,24,131,10,111,,24,126
20/2/24,10:30p,4,97,28,124,,28,126
20/2/25,7:00p,15,80,19,119,,19,127
20/2/25,7:30p,2,108,21,97,,2,127
20/2/25,8:00p,1,124,13,122,,1,127
20/2/25,9:00p,23,98,11,115,,11,127
20/2/25,10:00p,8,109,14,118,,14,127
20/2/25,10:00p,18,118,29,106,,18,127
20/2/25,10:30p,17,112,20,94,,17,127
20/2/26,7:00p,16,101,15,107,,15,128
20/2/26,7:00p,0,94,7,108,,7,128
20/2/26,7:00p,3,106,27,110,,27,128
20/2/26,7:30p,22,130,6,120,,22,128
20/2/26,7:30p,9,129,5,126,,9,128
20/2/26,8:00p,4,112,26,140,,26,128
20/2/26,8:30p,12,109,25,103,,12,128
20/2/26,9:00p,28,102,24,92,,28,128
20/2/26,10:30p,18,114,10,103,,18,128
20/2/27,7:00p,16,106,0,115,,0,129
20/2/27,8:00p,29,100,19,106,,19,129
20/2/27,8:00p,17,108,1,112,,1,129
20/2/27,10:30p,14,116,20,86,,14,129
20/2/28,7:00p,9,125,22,136,,22,130
20/2/28,7:30p,3,118,6,141,,6,130
20/2/28,7:30p,15,99,21,96,,15,130
20/2/28,8:00p,17,104,4,101,,17,130
20/2/28,8:00p,12,118,5,126,,5,130
20/2/28,8:00p,1,86,2,133,,2,130
20/2/28,8:00p,7,104,8,116,,8,130
20/2/28,9:00p,23,113,24,111,,23,130
20/2/28,9:00p,27,119,10,129,,10,130
20/2/28,10:30p,11,103,28,132,,28,130
20/2/29,5:00p,13,115,16,125,,16,131
20/2/29,7:30p,29,117,6,129,,6,131
20/2/29,7:30p,3,113,5,116,,5,131
20/2/29,8:00p,19,113,7,104,,19,131
20/2/29,8:00p,14,88,4,105,,4,131
20/2/29,8:30p,26,111,18,110,OT,26,131
20/2/29,8:30p,22,113,25,114,,25,131
20/2/29,9:00p,20,115,24,99,,20,131
20/3/1,1:00p,2,93,15,85,,2,132
20/3/1,3:30p,0,130,28,136,,28,132
20/3/1,3:30p,12,111,9,91,,12,132
20/3/1,6:00p,21,118,11,133,,11,132
20/3/1,6:00p,23,100,17,106,,17,132
20/3/1,8:00p,14,122,8,114,,14,132
20/3/1,8:30p,27,124,20,110,,27,132
20/3/2,7:00p,10,126,7,113,,10,133
20/3/2,7:00p,26,123,16,125,,16,133
20/3/2,7:00p,29,130,22,107,,29,133
20/3/2,7:30p,4,127,6,88,,4,133
20/3/2,7:30p,2,89,5,105,,5,133
20/3/2,8:00p,12,107,13,109,,13,133
20/3/2,8:30p,19,116,25,111,,19,133
20/3/3,7:00p,25,104,15,103,,25,134
20/3/3,7:30p,3,129,18,120,OT,3,134
20/3/3,8:00p,9,139,8,134,,9,134
20/3/3,8:00p,28,109,1,94,,28,134
20/3/3,9:00p,20,116,11,100,,20,134
20/3/3,9:00p,21,123,24,114,,21,134
20/3/3,10:00p,0,107,14,120,,14,134
20/3/3,10:00p,27,126,17,133,,17,134
20/3/4,7:00p,18,112,7,106,,18,135
20/3/4,7:00p,1,114,23,107,,1,135
20/3/4,7:00p,19,100,2,119,,2,135
20/3/4,7:30p,4,118,3,79,,4,135
20/3/4,7:30p,10,112,16,104,,10,135
20/3/4,7:30p,22,113,5,116,,5,135
20/3/4,8:00p,13,108,9,115,,9,135
20/3/4,9:30p,8,123,12,127,OT,12,135
20/3/4,10:00p,27,104,29,125,,29,135
20/3/5,7:00p,11,114,15,112,,11,136
20/3/5,8:00p,28,120,26,105,,28,136
20/3/5,10:00p,0,125,17,108,,0,136
20/3/5,10:30p,21,121,20,113,,21,136
20/3/6,7:00p,6,112,27,118,,27,137
20/3/6,7:30p,25,120,3,139,,3,137
20/3/6,7:30p,1,126,16,103,,1,137
20/3/6,8:00p,19,108,13,102,,19,137
20/3/6,8:00p,22,132,9,118,,22,137
20/3/6,8:00p,5,104,8,110,,8,137
20/3/6,8:00p,10,99,18,94,,10,137
20/3/6,8:30p,4,96,12,121,,12,137
20/3/6,9:00p,29,117,24,127,,24,137
20/3/6,10:30p,2,103,14,113,,14,137
20/3/7,5:00p,26,99,15,108,,15,138
20/3/7,7:00p,10,111,23,105,,10,138
20/3/7,7:30p,11,102,7,104,,7,138
20/3/7,8:00p,6,101,4,118,,4,138
20/3/7,8:30p,0,114,20,118,,20,138
20/3/7,10:00p,17,123,29,111,,17,138
20/3/8,3:00p,13,107,3,110,,3,139
20/3/8,3:30p,8,120,9,107,,8,139
20/3/8,3:30p,14,112,28,103,,14,139
20/3/8,6:00p,1,105,18,104,,1,139
20/3/8,6:00p,2,131,24,140,,24,139
20/3/8,7:00p,5,100,27,89,,5,139
20/3/8,7:00p,19,112,12,109,,19,139
20/3/8,7:00p,22,126,26,106,,22,139
20/3/8,7:30p,23,84,16,96,,16,139
20/3/8,7:30p,25,129,7,132,OT,7,139
20/3/8,9:00p,21,118,17,113,,21,139
20/3/9,7:30p,15,138,6,143,2OT,6,140
20/3/9,9:00p,2,95,11,109,,11,140
20/3/9,9:00p,21,101,10,92,,21,140
20/3/10,7:00p,16,115,27,122,,27,141
20/3/10,7:00p,18,114,19,111,,18,141
20/3/10,8:00p,9,111,26,117,,26,141
20/3/10,8:00p,12,109,25,119,,25,141
20/3/10,8:00p,22,120,4,115,,22,141
20/3/10,8:00p,7,103,13,108,,13,141
20/3/10,10:00p,24,105,29,121,,29,141
20/3/10,10:30p,3,104,14,102,,3,141
20/3/10,10:30p,28,131,20,107,,28,141
20/3/11,7:00p,23,106,0,124,,0,142
20/3/11,7:30p,16,136,6,131,OT,16,142
20/3/11,7:30p,15,109,5,98,,15,142
20/3/11,8:00p,11,97,12,113,,12,142
20/7/30,6:30p,10,106,8,104,,10,283
20/7/30,9:00p,28,101,14,103,,14,283
20/7/31,2:30p,22,128,3,118,,22,284
20/7/31,4:00p,4,135,29,140,OT,29,284
20/7/31,4:00p,24,125,27,112,,24,284
20/7/31,6:30p,18,112,2,119,,2,284
20/7/31,8:00p,17,120,25,129,,25,284
20/7/31,9:00p,26,153,12,149,OT,26,284
20/8/1,1:00p,5,125,11,105,,5,285
20/8/1,3:30p,10,94,1,110,,1,285
20/8/1,6:00p,8,103,28,126,,28,285
20/8/1,7:00p,0,121,19,127,,19,285
20/8/1,8:30p,14,92,21,107,,21,285
20/8/2,2:00p,27,110,3,118,,3,286
20/8/2,3:30p,29,124,18,128,,18,286
20/8/2,4:00p,25,108,4,106,,25,286
20/8/2,6:00p,17,116,22,132,,22,286
20/8/2,8:30p,2,116,26,120,,26,286
20/8/2,9:00p,12,115,24,117,,24,286
20/8/3,1:30p,21,107,5,103,,21,287
20/8/3,4:00p,11,121,1,113,OT,11,287
20/8/3,4:00p,19,111,27,100,,19,287
20/8/3,6:30p,4,99,8,109,,8,287
20/8/3,8:00p,25,130,0,132,,0,287
20/8/3,9:00p,14,116,10,108,,14,287
20/8/4,1:30p,3,119,2,116,,3,288
20/8/4,2:30p,12,114,17,110,OT,12,288
20/8/4,4:00p,24,117,28,115,,24,288
20/8/4,6:00p,22,109,19,120,,19,288
20/8/4,6:30p,18,106,5,112,,5,288
20/8/4,9:00p,26,102,29,110,,29,288
20/8/5,2:30p,4,115,10,124,,10,289
20/8/5,4:00p,11,132,25,126,,11,289
20/8/5,4:00p,0,107,27,98,,0,289
20/8/5,6:30p,1,105,14,86,,1,289
20/8/5,8:00p,21,109,22,99,,21,289
20/8/5,9:00p,3,115,18,149,,18,289
20/8/6,1:30p,8,125,17,140,,17,290
20/8/6,4:00p,5,116,2,130,,2,290
20/8/6,4:00p,19,99,24,114,,24,290
20/8/6,6:30p,28,126,12,111,,28,290
20/8/6,8:00p,29,125,11,115,,29,290
20/8/6,9:00p,14,97,26,113,,26,290
20/8/7,1:00p,10,111,25,119,,25,291
20/8/7,4:00p,1,92,4,121,,4,291
20/8/7,5:00p,17,106,3,119,,3,291
20/8/7,6:30p,22,101,0,108,,0,291
20/8/7,8:00p,27,107,8,118,,8,291
20/8/7,9:00p,18,122,21,100,,18,291
20/8/8,1:00p,28,122,29,117,,28,292
20/8/8,3:30p,10,132,11,134,2OT,11,292
20/8/8,6:00p,14,111,19,116,,19,292
20/8/8,7:30p,24,119,5,112,,24,292
20/8/8,8:30p,2,132,12,136,OT,12,292
20/8/9,12:30p,27,103,1,121,,1,293
20/8/9,2:00p,4,99,21,108,,21,293
20/8/9,3:00p,25,122,8,113,,25,293
20/8/9,5:00p,22,119,18,122,OT,18,293
20/8/9,6:30p,0,121,29,124,,29,293
20/8/9,8:00p,26,129,17,112,,26,293
20/8/9,9:00p,3,129,28,120,,3,293
20/8/10,2:30p,1,101,24,128,,24,294
20/8/10,3:00p,12,122,10,114,,12,294
20/8/10,6:30p,21,114,2,106,,21,294
20/8/10,8:00p,19,92,5,114,,5,294
20/8/10,9:00p,11,121,14,124,,14,294
20/8/11,1:00p,3,108,22,96,,3,295
20/8/11,2:00p,26,105,25,123,,25,295
20/8/11,4:30p,24,130,0,117,,24,295
20/8/11,5:00p,18,122,4,107,,18,295
20/8/11,6:30p,29,134,12,131,,29,295
20/8/11,9:00p,8,106,17,112,,17,295
20/8/11,9:00p,2,126,27,113,,2,295
20/8/12,4:00p,19,108,26,104,,19,296
20/8/12,6:30p,21,125,0,121,,21,296
20/8/12,8:00p,5,115,1,116,,1,296
20/8/12,9:00p,28,124,11,111,,28,296
20/8/13,12:00p,27,96,18,90,,27,297
20/8/13,1:30p,17,136,14,122,,17,297
20/8/13,4:00p,2,106,4,119,,4,297
20/8/13,4:00p,12,102,24,128,,24,297
20/8/13,6:30p,25,112,10,118,,10,297
20/8/13,9:00p,29,134,3,133,,29,297
20/8/13,9:00p,8,127,22,133,,22,297
20/8/14,1:30p,11,109,21,117,,21,298
20/8/14,4:00p,5,92,19,109,,19,298
20/8/14,6:30p,1,103,28,107,OT,28,298
20/8/14,9:00p,0,134,26,96,,0,298
20/8/15,2:30p,4,122,29,126,,29,299
