Date,Start,Visitor,PTS,Home,PTS,OverTime,Winner,Date
19/4/1,7:00p,23,102,19,111,,19,168
19/4/1,7:30p,5,105,18,110,,18,168
19/4/1,7:30p,2,131,3,121,,2,168
19/4/1,7:30p,13,105,16,113,,16,168
19/4/1,7:30p,22,109,21,121,,21,168
19/4/1,8:00p,29,132,9,122,,29,168
19/4/1,8:30p,0,102,12,122,,12,168
19/4/1,9:00p,15,102,10,111,,10,168
19/4/1,10:00p,7,113,24,122,,24,168
19/4/2,8:00p,14,103,1,119,,1,169
19/4/2,8:30p,6,111,25,117,,25,169
19/4/2,10:00p,26,130,17,105,,26,169
19/4/2,10:30p,11,102,20,116,,20,169
19/4/3,7:00p,19,108,23,89,,19,170
19/4/3,7:00p,16,100,22,114,,22,170
19/4/3,7:00p,13,115,27,114,,13,170
19/4/3,7:30p,0,122,6,130,,6,170
19/4/3,7:30p,21,115,3,105,,21,170
19/4/3,7:30p,18,112,5,102,,18,170
19/4/3,8:00p,15,115,8,109,,15,170
19/4/3,8:30p,9,110,12,108,,9,170
19/4/3,9:00p,25,85,11,113,,11,170
19/4/3,10:00p,10,118,24,97,,10,170
19/4/3,10:00p,4,89,29,116,,29,170
19/4/3,10:30p,26,135,28,103,,26,170
19/4/4,8:00p,2,128,0,122,,2,171
19/4/4,10:00p,7,104,17,117,,17,171
19/4/4,10:30p,20,108,14,90,,20,171
19/4/5,7:00p,21,111,15,113,,15,172
19/4/5,7:00p,6,113,22,149,,22,172
19/4/5,7:00p,25,129,27,112,,25,172
19/4/5,8:00p,16,96,26,120,,26,172
19/4/5,8:00p,18,117,19,97,,18,172
19/4/5,8:00p,5,109,9,111,,9,172
19/4/5,8:00p,23,110,1,123,,1,172
19/4/5,8:30p,4,122,12,112,,4,172
19/4/5,9:00p,17,98,10,119,,10,172
19/4/5,10:00p,8,126,24,133,OT,24,172
19/4/5,10:30p,29,110,11,119,,11,172
19/4/5,10:30p,7,114,20,120,,20,172
19/4/5,10:30p,14,122,28,117,,14,172
19/4/6,5:00p,3,133,2,128,,3,173
19/4/6,8:00p,0,116,13,96,,0,173
19/4/7,12:00p,5,109,21,117,OT,21,174
19/4/7,3:00p,25,112,7,90,,25,174
19/4/7,3:30p,1,132,9,126,,1,174
19/4/7,4:00p,15,104,23,91,,15,174
19/4/7,5:00p,3,108,19,96,,3,174
19/4/7,6:00p,12,129,4,127,OT,12,174
19/4/7,7:00p,24,113,26,149,,26,174
19/4/7,7:00p,6,107,2,115,,2,174
19/4/7,7:30p,22,116,18,108,,22,174
19/4/7,7:30p,27,110,16,113,,16,174
19/4/7,8:30p,28,104,20,131,,20,174
19/4/7,9:00p,11,108,29,115,,29,174
19/4/7,9:00p,8,133,17,129,,8,174
19/4/7,9:30p,10,109,14,113,,14,174
19/4/9,7:00p,15,124,7,97,,15,176
19/4/9,7:00p,4,93,23,100,,23,176
19/4/9,7:00p,18,116,27,110,,18,176
19/4/9,7:30p,0,99,5,122,,5,176
19/4/9,8:00p,16,96,13,86,,16,176
19/4/9,8:00p,21,120,9,100,,21,176
19/4/9,8:00p,20,112,8,103,,20,176
19/4/9,8:30p,24,109,12,120,,12,176
19/4/9,9:00p,11,108,10,118,,10,176
19/4/9,9:30p,26,111,1,112,,1,176
19/4/9,10:30p,29,104,14,101,,29,176
19/4/10,8:00p,19,135,6,134,,19,177
19/4/10,8:00p,5,94,3,113,,3,177
19/4/10,8:00p,22,122,15,114,,22,177
19/4/10,8:00p,20,117,4,132,,4,177
19/4/10,8:00p,1,127,2,116,,1,177
19/4/10,8:00p,23,115,16,89,,23,177
19/4/10,8:00p,13,109,0,125,,0,177
19/4/10,8:00p,12,94,25,105,,25,177
19/4/10,10:30p,9,95,11,99,,11,177
19/4/10,10:30p,10,137,28,143,OT,28,177
19/4/10,10:30p,17,131,29,136,,29,177
