Date,Start,Visitor,PTS,Home,PTS,OverTime,Winner,Date
19/1/4,9:00p,28,121,24,111,,28,81
19/1/4,10:30p,16,119,14,112,,16,81
19/1/4,10:30p,1,111,29,109,,1,81
19/1/5,5:00p,15,110,11,123,,11,82
19/1/5,7:00p,10,110,23,105,,10,82
19/1/5,7:30p,12,100,0,106,,0,82
19/1/5,8:00p,8,133,7,98,,8,82
19/1/5,8:30p,21,123,2,116,,21,82
19/1/5,8:30p,4,88,25,108,,25,82
19/1/5,10:00p,26,101,29,110,,29,82
19/1/5,10:00p,20,127,17,123,,20,82
19/1/6,3:30p,3,117,13,100,,3,83
19/1/6,3:30p,22,96,28,106,,28,83
19/1/6,3:30p,14,86,9,108,,9,83
19/1/6,6:00p,5,82,6,106,,6,83
19/1/6,7:00p,27,116,1,98,,27,83
19/1/6,7:30p,19,105,21,121,,21,83
19/1/6,8:00p,15,119,24,113,,15,83
19/1/7,7:00p,25,119,23,107,,25,84
19/1/7,7:30p,3,95,18,116,,18,84
19/1/7,8:00p,11,113,26,125,,26,84
19/1/7,8:00p,10,102,2,114,,2,84
19/1/7,8:00p,4,95,8,114,,8,84
19/1/7,8:30p,14,107,12,97,,14,84
19/1/7,10:00p,16,101,29,111,,29,84
19/1/7,10:00p,22,95,17,111,,17,84
19/1/8,7:00p,19,123,7,115,,19,85
19/1/8,7:00p,27,115,0,132,,0,85
19/1/8,7:30p,11,103,5,99,,11,85
19/1/8,7:30p,6,101,21,104,,21,85
19/1/8,8:00p,9,119,1,117,,9,85
19/1/8,9:00p,17,111,24,115,,24,85
19/1/8,10:30p,16,95,20,122,,20,85
19/1/8,10:30p,15,109,28,128,,28,85
19/1/9,7:00p,19,108,18,135,,18,86
19/1/9,7:00p,0,106,27,123,,27,86
19/1/9,7:30p,6,100,3,116,,3,86
19/1/9,8:00p,2,116,26,109,,2,86
19/1/9,8:00p,25,86,4,96,,4,86
19/1/9,8:00p,7,124,8,140,,8,86
19/1/9,8:30p,24,94,12,104,,12,86
19/1/9,9:00p,22,93,10,106,,10,86
19/1/9,10:00p,13,112,29,124,,29,86
19/1/9,10:30p,23,100,14,113,,14,86
19/1/10,7:00p,18,99,5,115,,5,87
19/1/10,9:00p,28,100,11,121,,11,87
19/1/10,9:30p,1,147,25,154,2OT,25,87
19/1/10,10:00p,23,102,17,112,,17,87
19/1/11,7:00p,6,123,0,121,,6,88
19/1/11,7:00p,2,106,27,113,,27,88
19/1/11,7:30p,19,121,16,106,,19,88
19/1/11,7:30p,3,105,21,122,,21,88
19/1/11,8:00p,7,113,26,141,,26,88
19/1/11,8:00p,12,119,9,115,,12,88
19/1/11,10:00p,15,96,29,127,,29,88
19/1/11,10:00p,14,95,10,113,,10,88
19/1/11,10:30p,13,109,20,146,,20,88
19/1/12,3:30p,23,109,28,104,,23,89
19/1/12,5:00p,4,108,5,112,,5,89
19/1/12,7:00p,18,103,22,105,,22,89
19/1/12,8:00p,8,106,9,110,,9,89
19/1/12,8:00p,25,112,1,122,,1,89
19/1/12,9:00p,11,93,24,102,,24,89
19/1/12,10:00p,15,97,17,104,,17,89
19/1/12,10:00p,13,102,10,110,,10,89
19/1/13,1:00p,0,108,16,105,,0,90
19/1/13,1:00p,21,140,27,138,2OT,21,90
19/1/13,3:30p,2,133,6,114,,2,90
19/1/13,6:00p,26,109,22,116,,22,90
19/1/13,7:00p,20,119,12,114,,20,90
19/1/13,8:00p,29,113,11,116,,11,90
19/1/13,9:30p,7,101,14,95,,7,90
19/1/14,7:30p,18,102,3,109,,3,91
19/1/14,8:00p,4,94,26,112,,26,91
19/1/14,8:30p,15,108,25,93,,15,91
19/1/14,9:00p,23,94,10,100,,10,91
19/1/14,10:00p,29,107,17,115,,17,91
19/1/14,10:30p,8,121,28,117,,8,91
19/1/15,7:00p,24,97,19,131,,19,92
19/1/15,7:00p,9,107,0,149,,0,92
19/1/15,7:30p,1,126,6,142,,6,92
19/1/15,8:00p,5,86,2,124,,2,92
19/1/15,9:00p,20,142,11,111,,20,92
19/1/15,10:30p,13,100,14,107,,14,92
19/1/16,7:00p,22,115,23,120,OT,23,93
19/1/16,8:00p,21,108,18,117,,18,93
19/1/16,8:00p,3,145,26,142,OT,3,93
19/1/16,8:00p,2,111,4,101,,2,93
19/1/16,8:30p,25,105,12,101,,25,93
19/1/16,10:00p,7,112,29,129,,29,93
19/1/16,10:30p,8,140,20,147,,20,93
19/1/16,10:30p,10,129,28,109,,10,93
19/1/17,3:00p,16,100,27,101,,27,94
19/1/17,7:00p,17,95,15,114,,15,94
19/1/17,7:00p,0,120,19,96,,0,94
19/1/17,7:30p,24,109,21,111,,21,94
19/1/17,9:00p,13,105,11,135,,11,94
19/1/17,9:30p,14,138,1,128,OT,14,94
19/1/18,7:00p,4,116,18,122,,18,95
19/1/18,7:00p,5,93,23,98,,23,95
19/1/18,7:00p,3,117,22,115,,3,95
19/1/18,8:00p,25,116,9,113,,25,95
19/1/18,9:00p,7,99,10,115,,10,95
19/1/18,10:30p,20,112,28,94,,20,95
19/1/18,10:30p,8,112,29,128,,29,95
19/1/19,3:30p,1,117,0,115,,1,96
19/1/19,5:00p,24,115,15,135,,15,96
19/1/19,7:00p,17,103,23,101,,17,96
19/1/19,7:00p,12,99,19,111,,19,96
19/1/19,7:00p,2,118,22,108,,2,96
19/1/19,7:30p,18,113,6,105,,18,96
19/1/19,7:30p,4,90,21,119,,21,96
19/1/19,8:00p,5,117,13,103,,5,96
19/1/19,8:30p,14,134,26,138,OT,26,96
19/1/19,10:00p,7,102,11,124,,11,96
19/1/20,6:00p,15,95,19,120,,19,97
19/1/20,7:00p,24,114,9,116,,9,97
19/1/20,7:00p,28,103,25,95,,28,97
19/1/21,12:30p,1,127,16,109,,1,98
19/1/21,1:00p,13,104,7,88,,13,98
19/1/21,2:00p,12,106,2,116,,2,98
19/1/21,2:00p,23,87,27,101,,27,98
19/1/21,3:00p,22,122,6,103,,22,98
19/1/21,3:30p,17,94,3,123,,3,98
19/1/21,5:30p,8,105,4,85,,8,98
19/1/21,6:00p,5,99,18,107,,18,98
19/1/21,8:00p,26,93,0,121,,0,98
19/1/21,9:00p,29,109,10,104,,29,98
19/1/21,10:30p,20,130,14,111,,20,98
19/1/22,7:00p,17,105,21,120,,21,99
19/1/22,8:00p,29,114,1,123,,1,99
19/1/22,8:30p,28,98,12,106,,12,99
19/1/22,9:00p,9,118,24,91,,9,99
19/1/23,7:00p,21,106,19,110,,19,100
19/1/23,7:30p,7,103,18,123,,18,100
19/1/23,7:30p,22,110,3,114,,3,100
19/1/23,7:30p,28,111,5,99,,28,100
19/1/23,7:30p,26,114,16,110,,26,100
19/1/23,8:00p,6,121,13,101,,6,100
19/1/23,8:00p,15,118,4,107,,15,100
19/1/23,8:00p,23,98,8,94,,23,100
19/1/23,8:00p,25,120,0,122,,0,100
19/1/23,10:30p,11,108,10,114,,10,100
19/1/24,8:00p,8,116,1,122,,1,101
19/1/24,8:00p,20,126,27,118,,20,101
19/1/24,9:00p,29,120,24,106,,29,101
19/1/24,10:30p,9,120,14,105,,9,101
19/1/25,7:00p,27,95,22,91,,27,102
19/1/25,7:30p,16,99,3,109,,3,102
19/1/25,7:30p,5,100,7,94,,5,102
19/1/25,8:00p,28,106,13,101,,28,102
19/1/25,8:00p,21,119,26,121,,26,102
19/1/25,8:00p,17,99,4,96,,17,102
19/1/25,8:30p,23,101,12,106,,12,102
19/1/25,8:30p,15,99,2,108,,2,102
19/1/25,9:00p,24,95,11,132,,11,102
19/1/25,9:00p,9,102,10,106,,10,102
19/1/26,6:00p,25,126,8,114,,25,103
19/1/26,8:00p,19,103,4,106,,4,103
19/1/26,8:30p,20,115,18,111,,20,103
19/1/26,9:00p,0,110,11,126,,11,103
19/1/26,10:00p,6,111,29,120,,29,103
19/1/27,3:30p,7,104,13,101,,7,104
19/1/27,3:30p,17,108,28,122,,28,104
19/1/27,6:00p,2,112,1,118,,1,104
19/1/27,7:00p,21,123,12,120,,21,104
19/1/27,7:00p,22,98,26,103,,26,104
19/1/27,7:00p,10,125,9,111,,10,104
19/1/27,7:00p,27,119,25,132,,25,104
19/1/27,7:30p,5,106,16,97,,5,104
19/1/27,9:30p,24,102,14,116,,14,104
19/1/28,7:00p,16,92,15,101,,15,105
19/1/28,7:00p,20,132,19,100,,20,105
19/1/28,7:30p,3,104,18,112,,18,105
19/1/28,8:00p,11,95,4,92,,11,105
19/1/28,10:30p,6,123,28,118,,6,105
19/1/29,7:00p,27,113,7,116,,7,106
19/1/29,7:00p,2,115,23,105,,2,106
19/1/29,7:00p,1,126,22,117,,1,106
19/1/29,7:30p,13,117,3,122,,3,106
19/1/29,8:00p,8,121,26,116,,8,106
19/1/29,8:30p,24,124,25,126,,25,106
19/1/29,10:30p,0,121,14,105,,0,106
19/1/30,7:30p,15,94,18,126,,18,107
19/1/30,7:30p,13,105,5,89,,13,107
19/1/30,7:30p,12,114,16,90,,12,107
19/1/30,8:00p,4,97,9,99,OT,9,107
19/1/30,8:00p,11,105,8,99,,11,107
19/1/30,8:00p,19,89,27,107,,27,107
19/1/30,10:00p,6,113,17,135,,17,107
19/1/30,10:30p,10,105,29,132,,29,107
19/1/31,7:00p,12,89,23,93,,23,108
19/1/31,7:00p,19,100,22,107,,22,108
19/1/31,8:00p,2,105,21,92,,2,108
19/1/31,8:30p,3,114,25,117,,25,108
19/1/31,10:30p,0,113,20,104,,0,108
19/1/31,10:30p,14,123,28,120,OT,14,108
19/2/1,7:00p,4,92,15,100,,15,109
19/2/1,7:30p,18,113,16,99,,18,109
19/2/1,8:00p,1,118,5,102,,1,109
19/2/1,9:00p,6,112,10,128,,10,109
19/2/1,10:00p,26,122,11,136,,11,109
19/2/2,5:00p,28,111,23,101,,28,110
19/2/2,7:00p,13,118,15,125,,15,110
19/2/2,7:00p,3,89,22,102,,22,110
19/2/2,7:00p,2,131,27,115,,2,110
19/2/2,7:30p,12,111,7,98,,12,110
19/2/2,7:30p,19,95,5,88,,19,110
19/2/2,8:30p,14,101,20,115,,20,110
19/2/2,8:30p,8,108,25,113,,25,110
19/2/2,9:00p,11,107,9,106,,11,110
19/2/2,9:00p,6,118,24,112,,6,110
19/2/2,9:00p,26,125,10,98,,26,110
19/2/2,10:00p,0,108,17,115,,17,110
19/2/3,1:00p,4,96,16,84,,4,111
19/2/3,2:00p,1,129,18,134,,18,111
19/2/3,3:00p,28,103,21,121,,21,111
19/2/4,7:00p,11,103,23,129,,23,112
19/2/4,7:00p,6,137,27,129,,6,112
19/2/4,7:30p,2,113,3,94,,2,112
19/2/4,8:00p,19,109,8,107,,19,112
19/2/4,9:00p,26,118,24,110,,26,112
19/2/4,10:00p,25,112,17,127,,17,112
19/2/5,7:00p,28,117,15,115,,28,113
19/2/5,7:00p,18,103,7,96,,18,113
19/2/5,7:00p,14,94,19,136,,19,113
19/2/5,7:30p,23,105,16,92,,23,113
19/2/5,8:00p,9,106,4,108,,4,113
19/2/5,8:00p,22,122,1,132,,1,113
19/2/5,8:00p,21,119,0,107,,21,113
19/2/5,10:30p,5,118,29,108,,5,113
19/2/6,7:30p,11,130,3,135,,3,114
19/2/6,8:00p,8,125,13,120,,8,114
19/2/6,8:00p,27,129,2,148,,2,114
19/2/6,8:30p,15,93,12,99,,12,114
19/2/6,9:00p,24,88,10,116,,10,114
19/2/6,10:00p,26,127,17,101,,26,114
19/2/6,10:30p,25,102,20,141,,20,114
19/2/7,7:00p,28,92,19,116,,19,115
19/2/7,7:00p,9,112,22,122,,22,115
19/2/7,7:30p,21,119,6,101,,21,115
19/2/7,8:00p,14,129,18,128,,14,115
19/2/7,8:00p,4,95,1,117,,1,115
19/2/7,10:30p,25,118,29,127,,29,115
19/2/8,7:00p,16,103,23,120,,23,116
19/2/8,7:00p,11,110,0,117,,0,116
19/2/8,7:00p,7,106,27,119,,27,116
19/2/8,7:30p,13,125,3,106,,13,116
19/2/8,8:30p,2,122,12,107,,2,116
19/2/8,9:00p,20,117,24,107,,20,116
19/2/8,9:30p,9,117,8,122,,8,116
19/2/8,10:00p,5,96,17,102,,17,116
19/2/9,5:00p,25,105,10,125,,10,117
19/2/9,7:00p,7,90,19,105,,19,117
19/2/9,7:30p,15,129,6,120,,15,117
19/2/9,7:30p,21,104,16,99,,21,117
19/2/9,8:00p,28,123,18,112,,28,117
19/2/9,8:00p,27,134,13,125,,27,117
19/2/9,8:00p,8,90,4,99,,4,117
19/2/9,8:30p,1,117,26,112,,1,117
19/2/9,9:00p,22,103,2,83,,22,117
19/2/10,3:00p,29,101,12,102,,12,118
19/2/10,3:30p,14,120,0,143,,0,118
19/2/10,6:00p,24,104,17,117,,17,118
19/2/10,7:30p,22,124,6,108,,22,118
19/2/10,8:30p,5,118,20,120,,20,118
19/2/11,7:00p,16,104,7,107,,7,119
19/2/11,7:00p,27,112,23,121,,23,119
19/2/11,7:00p,15,90,19,99,,19,119
19/2/11,7:30p,3,125,21,127,,21,119
19/2/11,8:00p,2,112,13,99,,2,119
19/2/11,8:00p,12,104,26,120,,26,119
19/2/11,8:00p,28,120,9,130,,9,119
19/2/11,8:00p,29,111,1,120,,1,119
19/2/11,9:00p,5,87,11,103,,11,119
19/2/12,7:30p,14,113,6,117,,6,120
19/2/12,8:00p,25,108,4,107,,25,120
19/2/12,8:00p,22,118,8,88,,22,120
19/2/12,8:00p,18,112,0,109,,18,120
19/2/12,10:30p,10,108,20,115,,20,120
19/2/13,7:00p,3,148,7,139,3OT,3,121
19/2/13,7:00p,2,106,19,97,,2,121
19/2/13,7:30p,23,110,18,118,,18,121
19/2/13,7:30p,0,126,16,111,,0,121
19/2/13,7:30p,27,120,21,129,,21,121
19/2/13,8:00p,4,110,13,122,,13,121
19/2/13,8:00p,26,111,9,121,,9,121
19/2/13,8:30p,5,112,12,101,,5,121
19/2/13,9:00p,17,118,11,120,,11,121
19/2/13,10:30p,24,107,28,134,,28,121
19/2/13,10:30p,20,107,29,129,,29,121
19/2/14,7:00p,15,89,22,127,,22,122
19/2/14,7:30p,16,106,6,91,,16,122
19/2/14,8:00p,1,122,8,131,,8,122
19/2/21,7:00p,24,98,7,111,,7,129
19/2/21,7:00p,5,102,0,106,,0,129
19/2/21,7:30p,29,113,3,99,,29,129
19/2/21,8:00p,18,97,2,98,,2,129
19/2/21,10:30p,17,123,20,125,,20,129
19/2/21,10:30p,26,106,14,111,,14,129
19/2/22,7:00p,27,110,15,123,,15,130
19/2/22,7:00p,8,111,19,126,,19,130
19/2/22,7:00p,13,110,22,109,,13,130
19/2/22,7:00p,25,117,21,120,,21,130
19/2/22,7:30p,23,125,6,122,,23,130
19/2/22,7:30p,9,115,16,104,,9,130
19/2/22,8:00p,28,112,4,106,,28,130
19/2/22,8:30p,11,114,12,104,,11,130
19/2/22,9:30p,10,147,1,148,2OT,1,130
19/2/23,1:00p,29,130,0,115,,29,131
19/2/23,7:00p,24,112,6,120,,6,131
19/2/23,7:00p,3,117,15,115,,3,131
19/2/23,7:00p,4,107,7,112,,7,131
19/2/23,7:00p,14,115,8,128,,8,131
19/2/23,7:00p,19,119,27,112,,19,131
19/2/23,7:30p,23,119,5,96,,23,131
19/2/23,8:00p,18,116,13,126,,13,131
19/2/23,8:00p,17,119,1,116,,17,131
19/2/23,8:30p,26,118,20,112,,26,131
19/2/23,8:30p,9,128,2,140,,2,131
19/2/23,10:00p,12,109,10,125,,10,131
19/2/24,3:30p,22,113,21,98,,22,132
19/2/24,5:00p,28,96,11,123,,11,132
19/2/24,7:30p,25,118,16,130,,16,132
19/2/25,7:00p,20,121,15,110,,20,133
19/2/25,7:00p,29,123,7,110,,29,133
19/2/25,7:00p,19,109,23,113,,23,133
19/2/25,7:30p,25,85,3,101,,3,133
19/2/25,7:30p,24,124,5,121,,24,133
19/2/25,8:00p,2,117,13,106,,2,133
19/2/25,8:00p,6,111,26,119,,26,133
19/2/25,8:00p,14,105,4,110,,4,133
19/2/25,8:00p,17,105,9,112,,9,133
19/2/25,8:00p,0,111,8,110,,0,133
19/2/25,10:30p,12,112,28,121,,28,133
19/2/26,7:30p,22,103,16,108,,16,134
19/2/26,8:00p,18,95,21,118,,21,134
19/2/26,10:30p,1,112,11,121,,11,134
19/2/27,7:00p,26,118,15,113,,26,135
19/2/27,7:30p,9,123,6,131,OT,6,135
19/2/27,7:30p,27,125,3,116,,27,135
19/2/27,7:30p,20,125,5,126,,5,135
19/2/27,8:00p,29,97,18,92,,29,135
19/2/27,8:00p,13,109,4,107,,13,135
19/2/27,8:30p,19,101,12,110,,12,135
19/2/27,8:30p,23,93,25,105,,25,135
19/2/27,9:00p,28,105,10,111,,10,135
19/2/27,10:00p,2,141,17,140,OT,2,135
19/2/27,10:30p,8,119,14,125,,14,135
19/2/28,7:00p,9,115,19,122,,19,136
19/2/28,7:00p,20,96,22,103,,22,136
19/2/28,7:30p,7,125,16,118,,7,136
19/2/28,8:00p,5,118,26,121,,26,136
19/2/28,8:00p,0,108,1,104,,0,136
19/2/28,10:30p,10,111,11,104,,10,136
19/3/1,7:30p,13,168,6,161,4OT,13,137
19/3/1,7:30p,15,123,3,112,,15,137
19/3/1,8:00p,27,96,18,107,,18,137
19/3/1,8:00p,29,117,21,119,,21,137
19/3/1,9:00p,8,130,24,116,,8,137
19/3/1,10:00p,28,116,17,109,,28,137
19/3/1,10:30p,2,131,14,120,,2,137
19/3/2,5:00p,23,129,7,93,,23,138
19/3/2,7:00p,22,117,19,112,,22,138
19/3/2,7:30p,3,88,5,117,,5,138
19/3/2,8:30p,4,111,12,81,,4,138
19/3/2,8:30p,20,120,0,117,,20,138
19/3/2,8:30p,1,102,25,116,,25,138
19/3/2,9:00p,8,120,11,112,,8,138
19/3/2,9:00p,14,109,24,118,,24,138
19/3/2,9:00p,2,111,10,115,,10,138
19/3/3,1:00p,29,118,15,108,,29,139
19/3/3,3:30p,26,115,18,104,,26,139
19/3/3,3:30p,6,123,13,118,,6,139
19/3/3,3:30p,16,107,28,128,,28,139
19/3/3,6:00p,22,93,7,107,,7,139
19/3/3,6:00p,21,107,23,112,OT,23,139
19/3/3,6:00p,9,121,27,135,,27,139
19/3/3,7:00p,4,95,1,99,,1,139
19/3/4,7:30p,12,88,3,127,,3,140
19/3/4,7:30p,6,113,5,114,,5,140
19/3/4,8:30p,11,103,25,104,,25,140
19/3/4,9:00p,2,105,24,114,,24,140
19/3/4,9:00p,8,115,10,112,,8,140
19/3/4,10:00p,16,108,17,115,,17,140
19/3/4,10:30p,28,113,14,105,,28,140
19/3/5,7:00p,13,96,19,105,,19,141
19/3/5,7:00p,22,106,0,114,,0,141
19/3/5,8:00p,29,111,4,120,,4,141
19/3/5,8:00p,1,120,9,131,,9,141
19/3/5,8:00p,26,107,21,95,,26,141
19/3/5,10:30p,18,128,20,95,,18,141
19/3/6,7:00p,5,91,15,84,,5,142
19/3/6,7:00p,9,114,23,131,,23,142
19/3/6,7:00p,12,123,27,132,,27,142
19/3/6,7:30p,25,111,6,104,,25,142
19/3/6,7:30p,7,107,3,113,,3,142
19/3/6,8:00p,0,107,13,108,,13,142
19/3/6,8:00p,10,114,8,104,,10,142
19/3/6,9:00p,16,96,24,107,,24,142
19/3/6,10:00p,18,111,17,109,,18,142
19/3/6,10:30p,11,115,14,99,,11,142
19/3/7,8:00p,19,98,2,117,,2,143
19/3/7,10:30p,1,129,29,121,OT,1,143
19/3/8,7:00p,27,111,15,112,,15,144
19/3/8,7:00p,12,106,22,111,,22,144
19/3/8,8:00p,23,112,13,104,,23,144
19/3/8,8:00p,0,91,26,107,,26,144
19/3/8,8:00p,10,104,4,114,,4,144
19/3/8,8:00p,7,110,5,126,,5,144
19/3/8,8:00p,21,127,8,104,,21,144
19/3/8,10:30p,11,105,20,122,,20,144
19/3/8,10:30p,1,110,28,118,,28,144
19/3/9,12:00p,17,102,16,94,,17,145
19/3/9,7:00p,3,114,6,112,,3,145
19/3/9,8:00p,27,130,9,135,OT,9,145
19/3/9,8:30p,18,120,14,107,,18,145
19/3/9,9:00p,15,114,2,131,,2,145
19/3/9,10:00p,24,120,29,127,,29,145
19/3/10,12:00p,13,108,23,131,,23,146
19/3/10,3:30p,21,125,5,104,,21,146
19/3/10,3:30p,19,89,0,106,,0,146
19/3/10,6:00p,8,116,6,128,,6,146
19/3/10,6:00p,22,97,4,105,,4,146
19/3/10,7:00p,26,94,12,93,,26,146
19/3/10,8:00p,16,92,9,103,,9,146
19/3/10,8:00p,2,114,25,121,,25,146
19/3/10,8:30p,24,115,20,111,,24,146
19/3/11,7:00p,21,101,7,126,,7,147
19/3/11,7:00p,17,115,27,121,,27,147
19/3/11,7:30p,23,75,3,103,,3,147
19/3/11,8:00p,15,106,26,118,,26,147
19/3/11,9:00p,1,98,10,89,,1,147
19/3/11,10:30p,18,115,28,140,,28,147
19/3/12,7:00p,16,98,19,103,,19,148
19/3/12,7:00p,7,99,0,106,,0,148
19/3/12,8:00p,14,123,13,107,,14,148
19/3/12,8:00p,25,112,12,105,,25,148
19/3/12,8:00p,2,130,8,113,,2,148
19/3/12,10:30p,9,107,11,133,,11,148
19/3/12,10:30p,29,125,28,104,,29,148
19/3/13,7:00p,3,96,1,108,,1,149
19/3/13,7:00p,22,90,27,100,,27,149
19/3/13,7:30p,4,111,6,132,,6,149
19/3/13,7:30p,23,74,5,108,,5,149
19/3/13,9:30p,20,106,26,104,,20,149
19/3/13,10:00p,10,114,24,97,,10,149
19/3/14,7:00p,1,106,19,108,,19,150
19/3/14,7:00p,7,91,22,120,,22,150
19/3/14,7:30p,17,120,18,126,,18,150
19/3/14,8:00p,14,98,21,111,,21,150
19/3/14,9:00p,9,100,10,120,,10,150
19/3/14,10:30p,12,99,11,100,,11,150
19/3/15,7:00p,14,97,23,111,,23,151
19/3/15,7:00p,17,114,0,123,,0,151
19/3/15,7:00p,15,116,27,110,,15,151
19/3/15,8:00p,24,102,26,108,,26,151
19/3/15,8:00p,2,113,5,98,,2,151
19/3/15,8:00p,29,122,8,110,,29,151
19/3/15,8:30p,16,83,25,109,,25,151
19/3/15,10:30p,13,121,28,128,,28,151
19/3/16,12:30p,6,120,18,129,,18,152
19/3/16,7:00p,24,138,8,136,OT,24,152
19/3/16,7:00p,4,128,27,135,,27,152
19/3/16,8:30p,7,116,12,121,,12,152
19/3/16,8:30p,20,110,1,88,,20,152
19/3/16,8:30p,29,103,25,108,,25,152
19/3/16,9:00p,19,100,11,102,,11,152
19/3/16,9:00p,3,98,10,114,,10,152
19/3/17,12:00p,14,123,16,124,,16,153
19/3/17,1:00p,15,75,5,93,,5,153
19/3/17,3:30p,0,130,2,125,,0,153
19/3/17,4:00p,21,107,23,110,,23,153
19/3/17,6:00p,6,91,22,101,,22,153
19/3/17,6:00p,13,102,17,129,,17,153
19/3/17,9:00p,9,102,26,117,,26,153
19/3/17,9:00p,3,116,28,119,,28,153
19/3/18,7:00p,23,119,7,126,,7,154
19/3/18,7:00p,10,116,27,95,,10,154
19/3/18,7:30p,11,114,18,105,,11,154
19/3/18,7:30p,16,92,21,128,,21,154
19/3/18,8:00p,5,116,1,107,,5,154
19/3/18,8:00p,20,105,25,111,,25,154
19/3/18,8:30p,8,129,12,125,OT,8,154
19/3/18,10:00p,13,116,24,101,,13,154
19/3/18,10:30p,19,98,29,106,,29,154
19/3/19,7:00p,0,118,15,114,,0,155
19/3/19,7:30p,26,121,6,105,,26,155
19/3/19,8:00p,14,101,2,115,,2,155
19/3/19,8:00p,20,117,9,107,,20,155
19/3/19,10:00p,3,123,17,121,,3,155
19/3/19,10:30p,19,109,28,115,,28,155
19/3/20,7:00p,2,102,7,107,,7,156
19/3/20,7:00p,8,96,22,119,,22,156
19/3/20,7:00p,18,115,0,118,,0,156
19/3/20,7:30p,10,137,16,116,,10,156
19/3/20,8:00p,27,120,13,126,OT,13,156
19/3/20,8:00p,26,125,4,126,OT,4,156
19/3/20,8:30p,5,110,25,105,,5,156
19/3/20,9:30p,21,123,1,114,OT,21,156
19/3/20,10:00p,12,118,29,126,,29,156
19/3/21,7:00p,9,106,15,113,,15,157
19/3/21,7:00p,11,113,27,108,,11,157
19/3/21,7:30p,10,114,6,117,,6,157
19/3/21,10:00p,23,118,24,98,,23,157
19/3/21,10:00p,12,100,17,116,,17,157
19/3/21,10:30p,19,89,20,112,,20,157
19/3/22,7:00p,4,119,22,123,OT,22,158
19/3/22,7:30p,28,110,7,108,,28,158
19/3/22,7:30p,11,111,16,93,,11,158
19/3/22,7:30p,1,116,21,109,,1,158
19/3/22,8:00p,25,105,26,111,,26,158
19/3/22,8:30p,5,87,2,116,,2,158
19/3/22,10:30p,3,111,14,106,,3,158
19/3/23,6:00p,18,117,15,124,,15,159
19/3/23,7:00p,5,113,27,108,,5,159
19/3/23,7:30p,0,127,6,129,,6,159
19/3/23,8:00p,10,114,13,83,,10,159
19/3/23,8:00p,9,112,4,99,,9,159
19/3/23,8:30p,12,126,20,91,,12,159
19/3/23,10:00p,23,112,29,117,,29,159
19/3/23,10:00p,24,103,17,112,,17,159
19/3/24,12:00p,28,124,16,113,,28,160
19/3/24,4:30p,7,105,2,127,,2,160
19/3/24,5:00p,11,88,19,124,,19,160
19/3/24,6:00p,15,115,21,114,,15,160
19/3/24,7:00p,26,113,8,90,,26,160
19/3/24,7:30p,25,115,18,96,,25,160
19/3/24,8:30p,23,114,20,121,,20,160
19/3/24,9:30p,17,106,14,111,,14,160
19/3/25,7:00p,0,98,22,119,,22,161
19/3/25,8:00p,1,103,4,115,,4,161
19/3/25,9:00p,24,92,10,125,,10,161
19/3/25,10:00p,3,144,29,148,2OT,29,161
19/3/26,7:00p,25,116,15,125,OT,15,162
19/3/26,7:00p,18,116,7,106,,18,162
19/3/26,7:30p,22,104,5,99,,22,162
19/3/26,7:30p,13,103,21,112,,21,162
19/3/26,8:00p,26,94,2,108,,2,162
19/3/26,8:00p,28,122,9,111,,28,162
19/3/26,8:00p,6,130,8,120,,6,162
19/3/26,8:30p,17,125,12,121,,17,162
19/3/26,9:00p,23,92,11,95,,11,162
19/3/26,10:30p,27,106,14,124,,14,162
19/3/27,8:00p,29,118,13,98,,29,163
19/3/27,8:00p,20,118,4,103,,20,163
19/3/27,8:00p,19,99,1,107,,1,163
19/3/27,10:00p,27,124,24,121,,27,163
19/3/27,10:30p,14,100,10,115,,10,163
19/3/28,7:00p,22,98,23,115,,23,164
19/3/28,7:00p,3,110,0,123,,0,164
19/3/28,7:30p,12,99,5,105,,5,164
19/3/28,7:30p,21,117,16,92,,21,164
19/3/28,8:00p,11,85,26,112,,26,164
19/3/28,8:00p,28,118,2,128,,2,164
19/3/28,8:00p,17,118,8,121,,8,164
19/3/28,8:30p,7,110,25,116,,25,164
19/3/29,7:00p,19,112,18,114,,18,165
19/3/29,7:30p,29,118,6,98,,29,165
19/3/29,8:00p,20,130,9,131,OT,9,165
19/3/29,8:00p,11,115,1,105,,11,165
19/3/29,9:00p,27,124,10,128,,10,165
19/3/29,10:30p,15,115,14,129,,14,165
19/3/30,3:30p,7,108,28,132,,28,166
19/3/30,6:00p,18,96,3,110,,3,166
19/3/30,6:00p,17,108,26,119,,26,166
19/3/30,7:00p,29,90,23,99,,23,166
19/3/30,7:00p,22,121,19,116,,22,166
19/3/30,7:30p,5,100,16,92,,5,166
19/3/30,8:00p,21,124,13,101,,21,166
19/3/30,8:00p,0,118,9,109,,0,166
19/3/30,10:00p,4,120,24,115,,4,166
19/3/31,12:30p,2,135,6,136,OT,6,167
19/3/31,3:30p,12,106,1,103,,12,167
19/3/31,6:00p,14,130,8,102,,14,167
19/3/31,7:00p,17,113,25,106,,17,167
19/3/31,8:00p,27,95,11,90,,27,167
19/3/31,8:30p,15,90,20,137,,20,167
19/3/31,10:30p,4,96,28,113,,28,167
